fid,CuadrID,latitude,longitude,Area_hec,HIE_FAS,SAL_SAL,ALY_DIC,DIS_JEA,VIP_LAT,CAP_PYR,CAN_LUP,URS_ARC,MUS_LUT,GAL_PYR,ATE_ALG,MAC_CAL,PAR_APO,LUC_CER,APT_APT,LOP,LOP2,LOP3,LALOP2,LA2LOP,LALOP,LA2,LA3,LA,ORS,ORW,ALTI,ALTI2,PEND,PEND2,DAUT,DIHE,DIPR,ESCO,ETP,ETR,HUEN,HUJU,INSO,PERM,PM24,PMR,PREC,RADS,TENE,TJUL,TMED,U100,U500
"2287",2287,38,-2,10000,"1","1","1","0","0","1","0","0","0","0","0","0","0","0","0",7.8617,61.80749,485.92987,2380.68091,11663.71777,302.81451,1483.61255,57145.35938,38.51768,102.56755,87.35845,953.00909,908226.33363,4.2448,18.0183,39.32573,45.11818,46.44747,89.04531,848.80591,505.1196,86.5149,58.63989,2804.979,2,159.95512,0.31944,505.1196,4.92064,5.82291,23.3023,13.44833,55.76867,182.76918
"2288",2288,38,-2,10000,"0","1","1","0","0","1","0","0","0","0","0","0","0","0","0",7.8617,61.80749,485.92987,2386.01343,11716.03027,303.49283,1490.26685,57530.26562,38.60397,98.17322,76.54391,1076.48755,1158825.44272,3.3339,11.11487,38.69215,54.61157,54.4453,157.24554,831.68939,560.67035,87.18395,58.40898,2798.84521,2.42149,154.4012,0.27668,560.67035,4.91195,4.61919,22.14909,12.34269,47.0969,177.27444
"2289",2289,38,-2,10000,"1","0","1","0","0","1","0","0","0","0","0","0","0","0","0",7.86177,61.80861,485.94302,2391.6792,11771.41211,304.21069,1497.29724,57937.84375,38.69492,86.3522,81.82709,1167.46277,1362969.31607,1.95322,3.81505,33.61456,63.04959,45.81902,184.36037,818.8606,528.50122,88.26472,58.02496,2798.48779,3,138.62468,0.26323,528.50122,4.90202,4.07848,21.95206,11.84614,38.56628,171.92052
"2290",2290,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.86742,61.89734,486.98813,2400.86035,11836.47559,305.15982,1504.49158,58355.92188,38.78777,43.47438,76.57691,896.32233,803393.71334,1.67106,2.79245,25.79108,67.45454,34.93838,105.87608,820.90277,457.04944,89.44794,58.40981,2826.30542,3,115.20386,0.2521,457.04944,4.89209,4.25961,22.47275,12.03365,30.93717,167.02061
"2291",2291,37,-2,10000,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",7.96851,63.49834,506.00531,2411.37109,11491.6123,302.60709,1442.12769,54765.34766,37.97535,96.82466,67.87345,957.11572,916070.50664,3.38899,11.48524,38.13923,36.72727,39.50106,88.85738,799.69855,562.74463,86.5631,59.31196,2771.0127,2,163.03015,0.29375,562.74463,4.9499,4.98575,22.88128,12.6949,78.05314,216.23004
"2292",2292,38,-2,10000,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",7.96851,63.49834,506.00531,2417.24194,11547.63574,303.34381,1449.15784,55166.30078,38.06779,87.81814,62.1645,979.39667,959217.83231,3.56757,12.72755,47.86598,30.52066,33.99623,97.22817,809.61139,679.3927,87.17016,59.16796,2793.77563,2,156.74295,0.23333,679.3927,4.9464,4.97357,22.90235,12.98196,78.43058,208.52176
"2293",2293,38,-2,10000,"0","1","1","1","0","1","0","0","0","0","0","0","0","0","0",7.96907,63.50711,506.10962,2423.22729,11602.48926,304.07397,1455.94043,55554.04297,38.15678,95.97757,80.97276,1174.98181,1380582.25736,5.9231,35.08317,47.7868,23.09091,29.54603,129.06015,783.32098,625.86243,87.42894,59.0951,2811.70532,2.07273,148.35461,0.23981,625.86243,4.94057,4.64225,22.92588,13.02609,79.93729,201.37035
"2294",2294,38,-2,10000,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0",7.97639,63.62383,507.50464,2433.34302,11667.38477,305.06326,1462.73901,55943.625,38.24576,94.21745,76.98904,1087.51245,1182683.33152,5.1571,26.5957,43.16921,17.61983,25.45173,162.61185,780.51733,514.81262,87.17072,59.12397,2827.58984,2.79339,123.03997,0.23963,514.81262,4.93229,4.77614,23.18519,13.29622,80.35812,194.43288
"2295",2295,38,-2,10000,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",7.97885,63.66319,507.97723,2440.73877,11727.52734,305.89563,1469.82715,56350.74609,38.33831,63.28683,68.28358,812.39667,659988.34537,4.57951,20.97189,37.26936,18.50413,27.0986,59.44274,809.63806,427.39554,87.29127,59.30048,2838.71729,3,137.0683,0.32269,427.39554,4.92241,5.7609,23.94521,13.8761,71.83964,187.40231
"2296",2296,38,-2,10000,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0",7.97885,63.66319,507.97723,2446.44531,11782.43066,306.61084,1476.70825,56746.92578,38.42795,101.74464,88.54773,655.56201,429761.55118,3.5213,12.39956,32.08181,27.13223,33.50055,27.58175,856.20502,359.38168,87.2767,59.19044,2829.25562,2.2562,154.38449,0.43032,359.38168,4.91248,6.21754,24.57265,14.24457,61.82898,180.6729
"2297",2297,38,-2,10000,"1","0","1","0","0","1","0","0","0","0","0","0","0","0","0",7.97886,63.66336,507.97934,2451.9585,11835.5459,307.30139,1483.3634,57130.96875,38.51445,97.91943,82.88481,806.43634,650339.57096,4.31869,18.65107,29.21935,37.87273,37.84357,52.11061,867.97766,401.25659,87.68973,59.0332,2816.60645,2.1,161.62857,0.40435,401.25659,4.903,6.1612,23.63353,14.06712,52.34696,174.56279
"2298",2298,38,-2,10000,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",7.97891,63.66423,507.98981,2457.54712,11889.31348,307.99963,1490.09155,57520.11719,38.6017,98.71451,75.31387,938.97522,881674.46321,2.114,4.46901,28.99626,49.90083,39.28914,92.96474,853.95807,460.19379,88.20513,58.62007,2804.81348,2.99174,161.09883,0.3511,460.19379,4.89352,5.53674,22.67562,13.15683,42.98855,168.80098
"2299",2299,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.97891,63.66423,507.98981,2463.44653,11946.46387,308.73901,1497.25439,57935.35547,38.69436,95.22536,75.914,1009.2066,1018497.96956,1.96613,3.86568,25.88165,61.42149,35.42434,133.01694,846.38568,459.7326,88.96276,58.19043,2801.97559,3,148.0652,0.32242,459.7326,4.88359,4.72246,22.36337,12.43754,33.42572,163.16925
"2300",2300,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.979,63.66553,508.00534,2469.35889,12003.50684,309.47681,1504.38794,58349.89062,38.78643,59.95771,79.74572,846.90912,717255.05534,1.75175,3.06863,19.94851,66.56198,38.97791,82.87296,839.58057,417.98975,90.05337,58.43367,2817.07129,3,122.43839,0.2929,417.98975,4.87366,4.50736,22.76177,12.32722,24.39879,157.99818
"2301",2301,37,-1,10000,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",8.08152,65.31197,527.83582,2480.17871,11653.96777,306.89044,1442.05115,54760.99609,37.97434,90.83698,88.55908,845.63635,715100.84067,2.80592,7.87317,36.8779,28.8,32.32685,42.45435,824.27167,458.95837,87.23438,59.96596,2782.45044,2,150.72232,0.32876,458.95837,4.94363,5.58039,22.907,13.33073,68.30472,210.07613
"2302",2302,38,-1,10000,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0",8.08152,65.31197,527.83582,2486.28271,11711.40039,307.64572,1449.15784,55166.30078,38.06779,106.14217,70.91985,814.29999,663084.47013,3.66836,13.45683,44.06258,22.9,26.3714,53.67294,816.35345,462.31226,87.35976,59.81206,2800.53833,2,151.41652,0.32848,462.31226,4.9337,5.97585,23.37548,14.00653,68.73558,202.13341
"2303",2303,38,-1,10000,"0","1","0","0","1","1","0","0","0","0","0","0","0","0","0",8.08157,65.31274,527.84509,2492.12378,11766.28418,308.36667,1455.94043,55554.04297,38.15678,71.46554,69.14785,902.03003,813658.17376,7.06292,49.88484,39.76399,17.49,23.60303,90.46196,800.66211,437.59338,86.94457,59.73048,2818.34204,2,146.21793,0.33579,437.59338,4.92422,5.69643,23.48388,14.09918,70.44958,194.74799
"2304",2304,38,-1,10000,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","0",8.08281,65.3328,528.08801,2498.6665,11822.7002,309.12881,1462.69617,55941.16797,38.2452,96.33305,77.30489,784.25452,615055.14681,5.92804,35.14162,34.54224,13.7,23.33179,91.68706,796.3053,414.50134,86.38065,59.67552,2836.2854,2.55455,128.83139,0.31212,414.50134,4.91474,5.49821,23.64648,14.01906,73.38477,187.58238
"2305",2305,38,-1,10000,"0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",8.09055,65.4579,529.60474,2509.27295,11889.12402,310.14438,1469.50696,56332.33984,38.33414,71.55997,77.36176,577.87274,333936.9056,2.81985,7.95153,29.68715,14.71818,24.75949,56.97481,821.91821,387.95676,86.47257,59.69614,2850.68286,3,126.51202,0.32664,387.95676,4.90481,5.78685,24.37077,14.25158,70.59993,180.31531
"2306",2306,38,-1,10000,"0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",8.09239,65.48777,529.96844,2516.37646,11948.34961,310.95123,1476.49219,56734.47266,38.42514,107.70213,78.61507,607.09088,368559.33816,3.96808,15.74566,23.49299,21.93636,29.57324,21.79333,856.32837,347.92645,86.79413,59.56884,2841.23389,2.21818,139.00137,0.40064,347.92645,4.89488,6.26419,24.84414,14.41696,60.52099,173.31363
"2307",2307,38,-1,10000,"0","0","1","0","1","1","0","0","0","0","0","0","0","0","0",8.09239,65.48777,529.96844,2522.11157,12002.87402,311.65994,1483.22949,57123.23828,38.51271,82.23949,89.90343,668.90002,447427.24264,4.16835,17.3751,19.67854,34.03,31.45918,31.65064,869.69397,362.90704,87.56499,59.3225,2829.53491,2.33,142.59322,0.39321,362.90704,4.8854,6.4638,23.68638,14.2809,50.79628,166.93472
"2308",2308,38,-1,10000,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",8.0929,65.49603,530.0686,2528.21802,12058.78613,312.39481,1490.04492,57517.41406,38.60109,99.23692,77.06624,825.09998,680789.96974,2.27939,5.19563,19.57186,47.95454,27.88289,71.9909,862.57806,390.96155,88.39574,58.92402,2822.44971,3,144.75061,0.37022,390.96155,4.87592,6.02368,22.95638,13.67837,41.08521,160.90004
"2309",2309,38,-1,10000,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8.09341,65.50423,530.16846,2534.52002,12116.70117,313.15387,1497.10767,57926.84766,38.69247,104.08339,74.75789,860.54547,740538.508,1.35081,1.8247,17.64935,60.84546,32.6515,114.87649,856.30212,398.16968,89.25626,58.77319,2826.33276,3,139.17838,0.3496,398.16968,4.86599,5.31356,22.84521,13.0027,30.93996,154.98174
"2310",2310,38,-1,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8.09341,65.50423,530.16846,2540.66821,12175.55664,313.91348,1504.37976,58349.41797,38.78632,66.34763,90.3224,814.01819,662625.61121,1.42413,2.02815,13.27852,66.72727,48.87745,58.44207,843.1936,383.2966,90.16737,58.95031,2838.95654,3,120.94316,0.31544,383.2966,4.85606,4.9136,23.16174,12.69692,20.86626,149.52805
"2311",2311,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06519,49.91804,352.6969,1941.30408,10685.52637,274.76392,1512.41968,58817.79688,38.88983,93.71602,103.61989,901.66113,812992.7984,0.41683,0.17374,38.11083,64.20661,54.96439,21.14898,829.81366,386.20844,91.03254,62.07746,2831.85254,2.96694,61.25457,0.15864,386.20844,4.80628,4.69423,23.93649,14.1627,91.8706,172.68166
"2312",2312,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06522,49.91848,352.7016,1945.76196,10734.51562,275.39365,1519.3468,59222.35156,38.97879,76.79365,88.91119,850.55457,723443.06872,1.38414,1.91583,37.39027,66.25455,59.73933,18.50775,829.47766,391.81705,91.7937,62.40515,2847.98193,3,63.28521,0.16154,391.81705,4.8083,4.60944,24.80196,14.32697,91.09492,163.64444
"2313",2313,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06522,49.91848,352.7016,1950.17651,10783.28027,276.01846,1526.2489,59626.37109,39.06723,66.89091,112.21527,806.09918,649795.89138,1.19076,1.41791,37.15355,68.14876,60,12.06173,833.56384,377.3584,92.20483,62.37119,2881.28345,3,70.73746,0.18762,377.3584,4.8108,4.78028,25.69393,14.48842,91.37624,154.69563
"2314",2314,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06522,49.91848,352.7016,1954.78796,10834.33789,276.67114,1533.47559,60050.35547,39.15961,52.36346,103.97122,703.60333,495057.64951,0.41601,0.17307,37.36876,70.13223,60.09324,6.53723,829.36627,360.37543,92.52564,62.24393,2925.3584,3,78.95396,0.21941,360.37543,4.82506,4.86112,26.03638,14.71732,92.76773,145.43082
"2315",2315,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06522,49.91848,352.7016,1959.20862,10883.40039,277.29688,1540.42041,60458.75,39.24818,80.13517,102.48519,680.81818,463513.38918,0.12248,0.015,39.40207,72.12397,61.58843,5.25257,820.83252,369.33423,93.15319,62.11776,2966.77466,3,87.23375,0.23638,369.33423,4.83873,4.84332,25.88837,14.96511,95.2411,136.30219
"2316",2316,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06522,49.91848,352.7016,1963.53064,10931.46582,277.90854,1547.22278,60859.66406,39.33475,90.25455,102.48017,676.38184,457492.38794,0.18106,0.03278,42.28566,74.02728,63.89718,7.10426,813.53778,387.43283,93.41442,61.88161,2981.729,3,93.32118,0.24086,387.43283,4.84265,4.81878,25.58567,14.92679,98.53031,127.74094
"2317",2317,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06525,49.91896,352.70673,1967.9917,10981.03418,278.53857,1554.23108,61273.64062,39.42373,102.54347,97.87465,686.41321,471163.09212,0.3109,0.09666,45.68088,75.90909,65.41958,13.98028,807.3963,376.41522,93.59135,61.34174,2979.7832,3,104.59592,0.27795,376.41522,4.8468,4.79423,25.28157,14.55108,102.65666,119.36521
"2318",2318,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06579,49.9266,352.78778,1972.9469,11033.86914,279.21851,1561.58997,61709.32812,39.51695,109.83445,106.28938,709.9339,504006.14081,0.58012,0.33654,44.50653,77.35537,63.40345,10.45508,802.3761,390.17496,93.77672,61.90757,2977.70239,3,127.96713,0.32774,390.17496,4.86385,4.7405,24.97498,14.14682,105.92366,110.78182
"2319",2319,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06593,49.92863,352.80948,1977.68152,11086.21191,279.88284,1568.96619,62147.07422,39.61017,96.88847,114.53731,784.55371,615524.52529,0.9984,0.9968,35.36373,76.21487,60,2.76749,797.73163,419.94,93.9566,62.55062,2974.19238,3,148.87923,0.35455,419.94,4.88616,4.61466,24.68451,13.8084,100.58914,102.31049
"2320",2320,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.06593,49.92863,352.80948,1982.12439,11136.07617,280.5116,1576.02332,62566.83594,39.69915,88.05405,108.89336,758.38184,575143.00902,0.62882,0.39541,26.18325,74.60909,60,0.48954,783.20728,459.67432,93.74152,62.74296,2967.49048,3,146.80548,0.31957,459.67432,4.87761,4.49525,24.45744,13.55579,92.04934,94.38641
"2321",2321,38,-2,10000,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.17797,51.52415,369.85205,2003.76562,10856.09961,279.14996,1512.41968,58817.79688,38.88983,77.39172,86.98526,895.11816,801236.5277,0.79778,0.63646,47.84,63.09091,58.34489,31.82576,815.62378,392.27704,90.4695,61.36211,2800.573,3,63.35732,0.16152,392.27704,4.82438,4.39859,23.41689,13.82053,82.21781,176.47893
"2322",2322,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.17932,51.54366,370.06253,2009.10938,10907.88184,279.84134,1519.3468,59222.34766,38.97879,96.44928,104.49832,905.48999,819912.12235,1.17081,1.3708,47.09378,64.97,60,22.05002,813.3761,382.13666,91.12965,61.78625,2816.9231,3,67.1655,0.17585,382.13666,4.82822,4.54045,24.47491,14.14487,81.35035,167.64644
"2323",2323,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.17935,51.54401,370.06638,2013.68152,10957.47168,280.4772,1526.2489,59626.37109,39.06723,50.57297,94.04566,864.32727,747061.63053,1.01707,1.03444,46.90636,66.88182,60.05778,16.93919,818.68494,372.6424,91.54176,61.76279,2857.4939,3,74.34246,0.19955,372.6424,4.83192,4.65547,25.29762,14.32194,81.66518,158.92343
"2324",2324,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.17935,51.54401,370.06638,2018.23181,11007.05273,281.11105,1533.15564,60031.55859,39.15553,52.24141,111.01747,742.02728,550604.48827,0.51832,0.26866,47.03094,68.86364,61.72818,9.81314,824.70862,380.61179,92.17846,61.63662,2902.59082,3,81.74658,0.21477,380.61179,4.84217,4.77125,25.79736,14.5653,83.21886,149.92024
"2325",2325,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.17935,51.54401,370.06638,2022.88391,11057.85156,281.75897,1540.23059,60447.58203,39.24576,66.62594,98.60818,698.29089,487610.17208,0.21744,0.04728,48.316,70.84545,65.07132,6.11947,824.22162,396.61063,92.89771,61.51044,2944.72095,3,89.45894,0.22554,396.61063,4.86183,4.79767,25.75736,14.72299,85.96688,141.08257
"2326",2326,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.17935,51.54401,370.06638,2027.47046,11108.05078,282.39783,1547.22278,60859.66406,39.33475,94.88188,106.68425,693.17999,480498.50228,0.17246,0.02974,49.82329,72.74,67.36595,10.94682,815.41077,400.25482,93.49092,61.44073,2977.57422,3,97.24338,0.24299,400.25482,4.86993,4.77316,25.47297,14.72106,89.59686,132.82362
"2327",2327,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.17935,51.54401,370.06638,2032.05701,11158.36523,283.03665,1554.23108,61273.64062,39.42373,107.69971,85.51172,701.82727,492561.51762,0.35185,0.1238,47.13657,74.63636,68.85258,23.35322,805.46228,388.90811,93.73383,61.57243,2979.49951,3,113.72311,0.29253,388.90811,4.86748,4.73887,25.17203,14.37713,94.11484,124.69094
"2328",2328,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.17957,51.54712,370.09964,2036.98474,11211.53711,283.71451,1561.58997,61709.32812,39.51695,112.74068,78.3056,735.80908,541415.00515,0.66566,0.4431,41.46163,76.62727,67.45679,22.55244,793.72638,398.15024,93.91919,62.14485,2977.4292,3,135.80164,0.34094,398.15024,4.87505,4.62805,24.85965,14.01144,99.64873,116.26775
"2329",2329,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.1811,51.5692,370.33771,2042.66479,11266.90625,284.44464,1568.96619,62147.07422,39.61017,101.28493,74.00101,789.2182,622865.36832,1.048,1.09831,32.95327,77.71819,60.9847,13.06936,780.83246,425.75095,93.96098,62.83266,2974.58643,3,153.40704,0.36036,425.75095,4.89102,4.49485,24.55886,13.70278,103.09493,108.03685
"2330",2330,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.18132,51.57233,370.37167,2047.36584,11317.79199,285.09058,1576.00488,62565.73828,39.69892,100.70128,87.28362,805.08002,648153.83393,0.97527,0.95116,23.60445,76.43,59.96439,3.96667,767.04248,456.10876,93.39758,63.12391,2955.7229,3,156.7677,0.3439,456.10876,4.88764,4.36743,24.28105,13.42128,96.22679,100.35223
"2331",2331,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29032,53.14996,387.49716,2066.98828,11025.97852,283.5188,1512.41309,58817.41797,38.88975,76.28511,101.47969,932.59503,869733.49315,0.59892,0.35871,55.54292,62.31405,58.12866,31.88824,801.64099,444.55753,89.86519,60.68382,2796.44897,3,65.96737,0.14888,444.55753,4.84236,4.29297,22.94249,12.90669,72.59225,180.73021
"2332",2332,38,-2,10000,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",7.29125,53.16348,387.64456,2072.24072,11077.86035,284.20319,1519.33545,59221.67969,38.97865,96.89086,100.69067,950.53638,903519.404,1.17018,1.36933,51.92052,63.85455,59.21542,21.99991,799.23328,420.90158,90.54237,61.17366,2801.10815,3,67.20642,0.16041,420.90158,4.84761,4.41649,24.18826,13.74268,71.60807,172.11577
"2333",2333,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29339,53.19466,387.9863,2077.94092,11129.09668,284.90134,1525.91699,59606.91406,39.06298,64.36308,85.71999,885.91736,784849.56591,1.06376,1.13158,48.30288,65.66116,62.06393,26.43287,806.32513,397.94559,91.11485,61.15548,2837.04175,3,74.08786,0.18641,397.94559,4.85312,4.53035,24.9198,14.10812,71.9656,163.63129
"2334",2334,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29348,53.19601,388.00116,2082.75879,11180.33496,285.55823,1532.92224,60017.85938,39.15254,47.86098,110.07468,775.87604,601983.62572,0.6024,0.36289,45.45648,67.57851,64.55896,13.17454,815.84869,399.18759,91.83411,61.03156,2879.64136,3,82.01904,0.20546,399.18759,4.85755,4.64963,25.35586,14.21078,73.72435,154.90158
"2335",2335,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29348,53.19601,388.00116,2087.71777,11233.63867,286.23813,1540.23059,60447.58203,39.24576,69.38533,110.19505,722.33057,521761.44716,0.29233,0.08546,44.25597,69.57025,67.59714,7.11974,818.888,404.40793,92.55335,61.08286,2921.77148,3,89.24946,0.2207,404.40793,4.88563,4.73947,25.58815,14.28448,76.81338,146.33125
"2336",2336,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29348,53.19601,388.00116,2092.45142,11284.63574,286.88712,1547.22278,60859.66406,39.33475,83.56181,98.02959,705.79089,498140.78549,0.15882,0.02522,43.35595,71.45454,70.7178,16.70746,809.41193,402.04962,93.23991,61.51188,2961.6333,3,95.52067,0.23761,402.04962,4.89303,4.72534,25.35076,14.33888,80.85638,138.2309
"2337",2337,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29348,53.19601,388.00116,2097.18481,11335.75098,287.5361,1554.23108,61273.64062,39.42373,101.93156,98.09105,710.2149,504405.211,0.31763,0.10089,39.55425,73.36364,68.91466,31.72714,798.72046,398.39075,93.81248,62.02291,2979.01562,3,109.73749,0.27553,398.39075,4.89711,4.64084,25.05907,14.13595,85.83598,130.25771
"2338",2338,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29348,53.19601,388.00116,2102.1438,11389.42285,288.216,1561.58997,61709.32812,39.51695,88.13244,112.47417,756.19836,571835.96617,0.72121,0.52015,33.56371,75.33058,65.31219,34.00662,785.32159,412.13196,94.04509,62.41355,2977.14575,3,129.74974,0.31483,412.13196,4.89329,4.50821,24.73692,13.86368,91.87058,122.0724
"2339",2339,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29397,53.20313,388.07874,2107.36475,11443.77148,288.91257,1568.93616,62145.28516,39.60979,94.61378,111.41992,786.43799,618484.70944,0.98093,0.96222,28.32217,77.30579,61.77276,25.88955,771.64362,440.73441,93.70677,63.08053,2969.26196,3,147.02068,0.33366,440.73441,4.90061,4.37501,24.41805,13.58017,98.56871,114.0885
"2340",2340,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.29637,53.23814,388.46225,2113.39258,11497.97461,289.64359,1575.84949,62556.48438,39.69696,96.80025,93.3968,836.38184,699534.57542,1.43059,2.04659,20.55604,78.09091,58.57587,17.30339,756.95453,465.77142,93.04611,63.5051,2943.05981,3,154.29276,0.33142,465.77142,4.89111,4.24786,24.11621,13.30901,100.46657,106.80608
"2341",2341,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.4086,54.88854,406.66452,2134.55884,11204.4209,288.11291,1512.35303,58813.91016,38.88897,76.72972,105.48138,972.33887,945442.87267,0.42259,0.17859,50.6622,63.52893,59.9998,28.95932,793.17261,518.16882,89.21792,60.05787,2796.01001,3,69.29093,0.13377,518.16882,4.86111,4.17205,22.60457,12.12001,62.55035,185.6261
"2342",2342,38,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.4086,54.88854,406.66452,2139.20703,11253.27441,288.74039,1518.948,59199.02344,38.97367,83.49179,89.20327,979.05457,958547.84203,1.16843,1.36523,44.20663,64.28181,60.86319,34.45803,795.35822,491.38116,90.10046,60.53652,2798.85693,3,68.96355,0.14052,491.38116,4.86733,4.28623,23.94302,12.98184,61.40543,177.24957
"2343",2343,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.40983,54.90668,406.86545,2144.61841,11304.67188,289.423,1525.63135,59590.18359,39.05932,64.32054,82.61006,881.10742,776350.28893,0.81948,0.67155,39.10574,65.50414,65.3013,33.25765,804.88318,431.32187,90.78648,60.54932,2819.76758,3,72.93595,0.16974,431.32187,4.87538,4.40041,24.48418,13.55012,61.822,169.01741
"2344",2344,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.41292,54.95255,407.37619,2151.53198,11363.43066,290.23465,1532.92224,60017.85938,39.15254,57.72876,98.88076,792.47107,628010.39568,0.44992,0.20242,35.49142,66.9752,68.1894,17.18621,813.62311,401.29849,91.50319,60.77438,2857.92725,3,78.11993,0.19465,401.29849,4.87766,4.52013,24.90637,13.95461,63.86071,160.49879
"2345",2345,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.41304,54.9544,407.39682,2156.72705,11417.79688,290.93054,1540.23059,60447.58203,39.24576,67.85186,94.00053,742.99176,552036.75587,0.31634,0.10007,34.10934,68.54546,70.491,9.62381,811.52454,405.21262,92.2272,61.31086,2897.84595,3,83.0696,0.205,405.21262,4.90429,4.63849,25.30537,14.10335,67.40329,152.06274
"2346",2346,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.41304,54.9544,407.39682,2161.61719,11469.62988,291.59018,1547.22278,60859.66406,39.33475,85.31202,87.75401,718.5,516242.25,0.20037,0.04015,33.23326,70.21819,70.69858,23.39991,804.3504,403.54889,92.92764,61.84823,2937.94434,3,90.09531,0.22327,403.54889,4.91792,4.65117,25.22782,14.11461,71.97741,144.16719
"2347",2347,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.41304,54.9544,407.39682,2166.50708,11521.58301,292.24982,1554.23108,61273.64062,39.42373,104.18892,92.64679,726.90082,528384.79906,0.30806,0.0949,31.2529,72.01653,66.76832,39.45435,793.57721,413.67053,93.63731,62.3856,2972.49463,3,99.70778,0.24114,413.67053,4.92531,4.53185,24.94612,13.97984,77.52885,136.40149
"2348",2348,39,-2,10000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7.41304,54.9544,407.39682,2171.60352,11575.85254,292.93729,1561.55212,61707.08203,39.51647,112.94682,91.24743,784.67767,615719.05098,1.06482,1.13385,25.25225,74,62.92809,45.3834,780.2948,426.65454,94.0163,62.8701,2976.54248,3,114.62622,0.26869,426.65454,4.91514,4.40039,24.64142,13.71263,84.16122,128.48566
