fid,CuadrID,latitude,longitude,Area_hec,HIE_FAS,SAL_SAL,ALY_DIC,DIS_JEA,VIP_LAT,CAP_PYR,CAN_LUP,URS_ARC,MUS_LUT,GAL_PYR,ATE_ALG,MAC_CAL,PAR_APO,LUC_CER,APT_APT,LOP,LOP2,LOP3,LALOP2,LA2LOP,LALOP,LA2,LA3,LA,ORS,ORW,ALTI,ALTI2,PEND,PEND2,DAUT,DIHE,DIPR,ESCO,ETP,ETR,HUEN,HUJU,INSO,PERM,PM24,PMR,PREC,RADS,TENE,TJUL,TMED,U100,U500
"938",938,41,-6,8351,"0","1","0","0","0","0","1","0","0","0","0","0","0","1","0",3.47657,12.08739,42.02852,506.85757,6113.06299,145.78233,1758.36279,73733.1875,41.93283,105.45688,89.92522,869.46313,755966.14278,3.21571,10.34078,11.00019,66.73684,93.00681,378.89828,654.27393,654.27393,90.16468,76.42564,2566.66382,1,126.79973,0.14995,845.57678,4.54483,2.77964,19.11734,9.83089,108.32779,188.48563
"939",939,42,-6,10010,"0","1","0","0","0","0","1","0","0","0","0","0","0","1","0",3.47014,12.04319,41.80062,506.02298,6126.39209,145.80618,1765.45837,74179.92969,42.01735,97.6224,84.91127,927.24139,859776.60275,2.19594,4.82214,2.82744,72.71552,91.25687,404.61783,630.7132,630.7132,87.7737,75.92821,2431.84326,1,139.82591,0.1516,922.84247,4.52437,2.43939,18.68854,10.03594,102.56751,192.23877
"940",940,42,-6,10010,"0","1","0","0","0","0","1","1","0","0","0","0","0","1","0",3.47547,12.0802,41.99342,508.66425,6162.10059,146.34274,1773.02893,74657.59375,42.10734,112.41971,78.76144,1062.19653,1128261.47514,3.02988,9.18017,6.85048,78.19658,87.98778,487.4975,616.47797,616.47797,84.81786,75.58083,2289.11841,1,151.32307,0.13908,1098.25928,4.50039,2.10884,17.90296,10.11089,96.22794,197.61769
"941",941,42,-6,10010,"0","1","0","0","1","0","1","1","0","1","0","0","0","0","0",3.47928,12.10661,42.13063,510.87207,6195.39209,146.81798,1780.64966,75139.4375,42.19774,95.21689,97.57474,1502.48694,2257467.00036,8.4104,70.73479,16.0015,81.45217,92.97626,674.6106,612.98206,612.98206,83.37199,75.48693,2178.96191,1,159.78947,0.13515,1192.38745,4.45659,1.92903,15.8181,9.73912,90.66702,203.21463
"942",942,42,-6,10010,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.48104,12.11893,42.19548,512.44275,6224.01807,147.19388,1787.97473,75603.57031,42.28444,83.12565,91.9596,1165.35901,1358061.61939,7.6293,58.20625,24.86699,80.15385,99.2022,717.29864,614.21075,614.21075,82.26204,75.79334,2143.45752,1,165.71585,0.17104,970.59747,4.42841,2.1717,16.30858,9.40307,86.00404,208.93768
"943",943,42,-6,10010,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.48343,12.13542,42.28087,514.25525,6255.40771,147.6152,1795.76514,76098.23438,42.37646,100.42081,93.09909,1555.07825,2418268.3546,9.38387,88.05704,20.85224,71.73913,102.33505,574.97278,639.75427,639.75427,82.12921,76.52271,2198.64209,1,160.09761,0.17732,905.44025,4.39658,2.96051,18.49454,10.25224,82.12605,215.07797
"944",944,41,-6,1472,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.56585,12.71702,45.35921,530.20752,6198.46094,148.67015,1738.27893,72473.5,41.69267,96.10137,109.16285,800.09998,640159.97096,1.84382,3.39968,28.58893,52.65,91.94533,312.5452,748.47235,726.56915,91.91927,76.28526,2648.72095,1,90.94267,0.12488,727.33728,4.58482,3.32129,20.5136,11.08683,102.44558,185.54935
"945",945,41,-6,10008,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.58342,12.84221,46.0285,536.14056,6245.61328,149.60159,1742.91907,72763.91406,41.74827,83.40975,97.53188,815.26086,664650.27686,1.44686,2.09341,27.58593,55.86087,93.84416,313.23688,723.56696,709.40082,91.67657,76.44663,2629.9082,1,84.56648,0.11753,718.9043,4.58517,3.12814,20.04853,10.70399,106.54401,188.59628
"946",946,41,-6,10008,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.58583,12.85932,46.11972,537.98566,6276.16992,150.01749,1750.27234,73224.88281,41.83625,90.2804,87.2198,796.26318,634035.05756,1.48766,2.21314,19.89107,61.03509,90.84425,303.1272,680.96722,679.63879,91.18606,75.97728,2596.63574,1,101.33854,0.14255,711.67627,4.57677,2.93073,19.55498,10.13344,109.5629,192.29175
"947",947,41,-6,10008,"1","1","0","0","0","0","1","0","0","0","0","0","0","1","0",3.59024,12.89115,46.29171,540.43854,6310.05664,150.51457,1757.5564,73682.46875,41.92321,101.93842,77.71088,902.62933,814739.71369,2.77124,7.67977,10.12367,66.07758,87.79704,279.15182,646.9126,646.9126,90.67557,75.34296,2539.02612,1,117.75825,0.1614,730.66486,4.55931,2.71516,19.09466,9.98106,102.34216,196.48637
"948",948,42,-6,10008,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",3.59428,12.92007,46.44726,542.86194,6345.42773,151.0206,1765.42615,74177.90625,42.01696,86.52166,84.9208,895.20166,801386.01242,1.58267,2.50483,2.38086,70.83193,85.61076,292.17615,629.16956,629.16956,89.96961,74.65152,2454.36572,1,133.95032,0.16728,802.3623,4.53584,2.47789,18.62356,10.23987,95.00921,201.12234
"949",949,42,-6,10008,"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0",3.59654,12.93632,46.53484,544.69336,6376.27539,151.43484,1772.89099,74648.875,42.10571,116.47755,84.98332,1001.47827,1002958.72829,2.30795,5.32664,9.41029,75.0087,84.27503,362.4025,637.37146,637.37146,87.56133,74.26814,2388.21851,1,149.56837,0.16359,916.39984,4.51535,2.20337,18.15397,10.34143,88.25545,206.15399
"950",950,42,-6,10008,"0","1","0","0","1","0","1","0","0","1","0","0","0","0","0",3.6009,12.96779,46.70537,547.15521,6410.61475,151.93401,1780.28406,75116.30469,42.19341,99.9089,84.52649,1282.49561,1644794.97813,6.76654,45.78607,19.05992,78.72174,87.90547,498.83646,635.33746,635.33746,85.24516,74.22455,2290.23389,1,160.12897,0.156,1027.86829,4.48225,1.98143,16.64964,10.09715,82.35143,211.39384
"951",951,42,-6,10007,"0","1","0","0","0","0","1","0","0","1","0","0","0","0","0",3.6051,12.99793,46.86721,549.59503,6445.48291,152.43564,1787.8783,75597.45312,42.2833,106.37711,90.48526,1350.57764,1824059.95275,6.47551,41.93219,27.42237,80.95689,91.52705,644.48755,626.25433,626.25433,84.07436,74.73473,2244.1875,1,166.3103,0.1634,1018.1521,4.44446,1.95493,15.65709,9.47888,77.13593,217.00412
"952",952,42,-6,10007,"0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",3.60641,13.00752,46.92017,551.1507,6474.80029,152.80952,1795.36023,76072.49219,42.37168,93.57201,80.36124,1425.30249,2031487.18857,7.24278,52.4578,22.95782,81.52101,95.90114,625.29419,631.83319,631.83319,83.29506,75.56766,2271.25024,1.42017,171.6559,0.17539,979.86401,4.40503,2.15226,16.67972,9.39602,72.68239,223.04735
"953",953,41,-6,4603,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.72145,13.85024,51.55088,577.20685,6463.4082,155.09102,1736.80481,72381.33594,41.67499,82.33015,81.49604,810.85455,657485.10645,1.04292,1.08768,36.04004,53.16364,88.95665,244.02364,751.83905,657.61304,92.59584,75.53308,2593.12598,1.30909,75.03976,0.11412,657.61304,4.54965,3.37104,20.86595,11.09248,93.27538,196.87537
"954",954,41,-6,10005,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.70517,13.72941,50.87816,573.10449,6456.12109,154.66422,1742.4613,72735.25781,41.74279,93.55732,76.15713,803.15387,645056.13825,1.16994,1.36877,28.39928,57.97436,90.71069,239.29831,719.40955,657.69806,92.11713,75.47701,2589.94165,1,81.04201,0.12347,657.69806,4.55756,3.16359,20.20339,10.6604,100.51682,197.96043
"955",955,41,-6,10005,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.70603,13.73597,50.91579,574.62103,6485.64795,155.03539,1750.02856,73209.59375,41.83334,116.33387,87.06539,826.47412,683059.47285,1.79874,3.23546,18.48143,62.18103,86.9846,206.4045,668.16223,638.31024,91.55912,74.88089,2562.79004,1,100.79321,0.15805,638.4325,4.55591,2.89624,19.65023,10.17559,103.6681,201.43674
"956",956,41,-6,10005,"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0",3.71407,13.79561,51.24753,578.37244,6528.05518,155.7101,1757.65735,73688.8125,41.92442,80.55677,88.89793,908.96552,826218.30764,3.05198,9.31461,8.53625,65.81896,82.66978,172.81499,642.43799,629.30896,91.01176,73.98212,2512.82056,1.06897,114.95269,0.17999,638.86609,4.54357,2.61146,19.21516,10.10063,95.78042,205.59679
"957",957,42,-6,10005,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.71666,13.81473,51.35342,580.36896,6559.58301,156.14003,1764.91406,74145.64062,42.01087,100.39159,81.05665,835.53912,698125.6269,1.0586,1.12062,2.45992,69.46957,79.62617,174.80879,644.1723,640.14404,90.5918,73.23045,2511.09082,1.38261,126.64891,0.18805,673.82916,4.53071,2.39447,18.86551,10.31004,88.04881,210.06403
"958",958,42,-6,10005,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.71939,13.83519,51.46812,582.49005,6592.93799,156.59416,1772.58166,74629.35156,42.10203,112.77277,69.65972,883.22223,780081.5058,1.16046,1.34667,10.4483,73.20513,79.14846,230.8205,653.64532,653.55963,90.16079,72.8885,2485.96265,2.11111,135.61113,0.18125,749.47815,4.50847,2.2582,18.63735,10.52053,80.93993,214.65819
"959",959,42,-6,10006,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",3.72338,13.86478,51.63276,584.96655,6627.87744,157.09271,1780.06921,75102.69531,42.19086,105.63343,81.55188,1092.88696,1194401.91368,4.7411,22.47803,20.20466,76.48695,80.07973,367.6503,653.76788,653.76788,88.86868,72.91997,2442.80908,1.74783,150.52148,0.18556,816.00464,4.47411,2.11692,18.014,10.3548,74.38712,219.72543
"960",960,42,-6,10005,"0","1","0","0","0","0","1","0","0","1","0","0","0","0","0",3.72631,13.88679,51.7569,587.13086,6661.10107,157.54784,1787.58887,75579.10156,42.27988,88.91065,72.7522,1213.43591,1472426.7152,5.99859,35.9831,23.8897,77.61539,82.35194,458.12656,647.01196,647.01196,87.10466,73.56924,2410.68506,1.17094,156.19664,0.1914,821.40894,4.43507,2.0457,17.07197,9.96693,68.44352,225.33533
"961",961,42,-6,10005,"0","0","0","0","0","0","1","0","0","0","0","0","0","1","0",3.73452,13.94784,52.09755,590.98682,6704.64746,158.23596,1795.31677,76069.73438,42.37117,102.16815,72.87533,1092.76526,1194135.91084,2.39564,5.73911,17.872,78.31304,86.37957,475.74426,642.7912,642.7912,85.98014,74.43126,2386.04224,2.48696,163.87881,0.20084,818.66522,4.39639,2.03876,16.74336,9.4749,63.46737,231.13295
"962",962,41,-6,7455,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",3.83253,14.68914,56.30333,610.53101,6620.7417,159.29266,1727.50916,71801.04688,41.56331,95.42451,93.37392,722.32941,521759.77178,1.90531,3.63021,48.61952,52.01176,81.07651,192.44771,746.81531,596.1167,93.56436,73.96468,2591.02588,1.89412,82.72958,0.1388,596.1167,4.51333,3.47649,21.81913,11.7733,77.68283,202.98042
"963",963,41,-6,9887,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.82538,14.6347,55.99223,609.54828,6636.26709,159.33055,1734.80176,72256.1875,41.65094,97.79328,89.36993,779.8938,608234.33741,1.1951,1.42827,38.82652,56.23894,86.57877,197.66528,733.62805,608.83826,92.96381,74.69521,2583.24561,1.54867,72.86737,0.11973,608.83826,4.52465,3.20307,21.10392,11.19151,86.67182,204.51253
"964",964,41,-6,10003,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",3.826,14.63955,56.02079,611.07269,6666.15088,159.7018,1742.33032,72727.05469,41.74122,98.43135,86.08276,763.37067,582734.77447,1.48976,2.21939,29.1492,61.01724,87.12796,178.98129,699.94733,606.62299,92.40392,74.40317,2578.33081,1.02586,81.49342,0.13444,606.62299,4.5287,2.91465,20.30797,10.69464,95.18104,207.46452
"965",965,41,-6,10003,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",3.83343,14.69654,56.34833,614.77417,6707.93701,160.35718,1749.84912,73198.32812,41.83119,114.00499,92.16271,856.88336,734249.09573,1.96646,3.86697,19.28411,63.775,82.9984,145.117,660.90576,579.24304,91.84988,73.57342,2563.71362,1,96.09815,0.16605,579.24304,4.52745,2.72784,19.8242,10.39083,98.16434,210.94102
"966",966,41,-6,10003,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0",3.83252,14.68937,56.30624,615.79736,6735.25342,160.66417,1757.39636,73672.40625,41.9213,72.2768,83.8699,875.54388,766577.09334,2.81749,7.93823,9.64776,65.7193,77.28824,108.75656,647.98553,562.38763,91.41917,72.61687,2567.09082,1.80702,102.50245,0.18227,562.38763,4.51958,2.66713,19.54611,10.43984,89.92545,214.64679
